Area,Location,Price,Room,Bathroom,House Type,Square Feet
Kuala-Lumpur,     Gombak    ,    RM 810 000     , 6 Bedrooms , 3 Bathrooms , Houses ,4500 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 360 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,743 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1231 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 298 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,720 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 600 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,2000 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 698 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1237 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 110 000     , 1 Bedroom , 1 Bathroom , Apartments ,409 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 299 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1088 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 400 000     , 2 Bedrooms , 1 Bathroom , Houses ,805 sq.ft
Kuala-Lumpur,     Serdang    ,    RM 570 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1600 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 396 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Bukit Bintang    ,    RM 385 000     , 1 Bedroom , 1 Bathroom , Apartments ,420 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 1 200 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2450 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1230 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 100 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Kuala-Lumpur,     KL City    ,    RM 650 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1302 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 185 000     , 2 Bedrooms , 1 Bathroom , Apartments ,550 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 935 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1055 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 340 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,988 sq.ft
Kuala-Lumpur,     Desa ParkCity    ,    RM 900 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3600 sq.ft
Kuala-Lumpur,     Serdang    ,    RM 1 680 000     , 6 Bedrooms , 7 Bathrooms , Houses ,4013 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 230 000     , 2 Bedrooms , 1 Bathroom , Apartments ,533 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 1 380 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 398 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,868 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 1 288 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2500 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 95 000     , 2 Bedrooms , 1 Bathroom , Apartments ,550 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 375 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1120 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 100 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1415 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 610 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1279 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 445 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 375 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1070 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 460 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 638 800     , 6 Bedrooms , 6 Bathrooms , Houses ,3595 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 338 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,918 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 560 000     , 3 Bedrooms , 3 Bathrooms , Houses ,880 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 398 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,868 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 325 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,914 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 190 000     , 2 Bedrooms , 1 Bathroom , Apartments ,550 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,837 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,903 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 149 989     , 2 Bedrooms , 2 Bathrooms , Apartments ,550 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,980 sq.ft
Kuala-Lumpur,     KL City    ,    RM 388 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1116 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 275 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,768 sq.ft
Kuala-Lumpur,     Pantai    ,    RM 159 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,855 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 360 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,743 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 520 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,920 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 310 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,825 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 710 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2300 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 349 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,1010 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 480 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1040 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 425 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1231 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 420 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,976 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 469 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1600 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,962 sq.ft
Kuala-Lumpur,     Puchong    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1006 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1440 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 950 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 475 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1142 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,903 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 288 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,976 sq.ft
Kuala-Lumpur,     Desa Pandan    ,    RM 1 000 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1230 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1113 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 330 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,880 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 349 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,1010 sq.ft
Kuala-Lumpur,     Taman Permata    ,    RM 530 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1170 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 700 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1485 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 230 000     , 2 Bedrooms , 1 Bathroom , Apartments ,533 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,921 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 355 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,877 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 500 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 440 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Titiwangsa    ,    RM 840 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1380 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 440 000     , 3 Bedrooms , 2 Bathrooms , Houses ,900 sq.ft
Kuala-Lumpur,     Brickfields    ,    RM 470 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,952 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 460 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1181 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 680 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1800 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 238 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,700 sq.ft
Kuala-Lumpur,     Bandar Tasik Selatan    ,    RM 650 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1089 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1152 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 400 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 420 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,807 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 255 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,992 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 580 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Bukit Tunku    ,    RM 15 000 000     , 7 Bedrooms , 7 Bathrooms , Houses ,11075 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,670 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1180 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Houses ,830 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 569 999     , 4 Bedrooms , 3 Bathrooms , Houses ,1430 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 1 149 999     , 5 Bedrooms , 6 Bathrooms , Houses ,3300 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 320 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,899 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 300 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,899 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,990 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 520 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1450 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,928 sq.ft
Kuala-Lumpur,     Titiwangsa    ,    RM 920 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1524 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 588 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1158 sq.ft
Kuala-Lumpur,     City Centre    ,    RM 550 000     , 1 Bedroom , 1 Bathroom , Apartments ,515 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1646 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1087 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 400 000     , 1 Bedroom , 1 Bathroom , Apartments ,605 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1162 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 600 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1267 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 528 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1035 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 550 000     , 7 Bedrooms , 3 Bathrooms , Houses ,1270 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 480 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1082 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 440 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1338 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 480 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,948 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 2 600 000     , 4 Bedrooms , 3 Bathrooms , Houses ,8000 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 200 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,958 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 1 250 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 530 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1231 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,743 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 599 999     , 4 Bedrooms , 2 Bathrooms , Apartments ,1364 sq.ft
Kuala-Lumpur,     Titiwangsa    ,    RM 550 000     , 5 Bedrooms , 4 Bathrooms , Houses ,1590 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 1 249 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2771 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 310 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,948 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 549 000     , 1 Bedroom , 1 Bathroom , Apartments ,557 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 420 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1338 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 530 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 620 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,915 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,860 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 310 000     , 2 Bedrooms , 1 Bathroom , Houses ,1000 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 620 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1090 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 2 850 000     , 7 Bedrooms , 7 Bathrooms , Houses ,5547 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 490 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1142 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 449 999     , 4 Bedrooms , 2 Bathrooms , Apartments ,1142 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,872 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 490 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1100 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 180 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 250 000     , 3 Bedrooms , 1 Bathroom , Apartments ,653 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 450 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 295 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 395 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1140 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 1 810 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3600 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 328 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,831 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 130 000     , 2 Bedrooms , 1 Bathroom , Apartments ,665 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 485 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 378 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1231 sq.ft
Kuala-Lumpur,     City Centre    ,    RM 640 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,736 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 286 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 580 000     , 6 Bedrooms , 4 Bathrooms , Houses ,2449 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 500 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 435 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 420 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1174 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 389 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,1119 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 150 000     , 5 Bedrooms , 6 Bathrooms , Apartments ,2266 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 245 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,962 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 1 800 000     , 5 Bedrooms , 5 Bathrooms , Houses ,4500 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 175 000     , 2 Bedrooms , 1 Bathroom , Apartments ,560 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 500 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,992 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,962 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 410 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1113 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1207 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 420 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1207 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 165 000     , 2 Bedrooms , 1 Bathroom , Apartments ,560 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 350 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 450 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,948 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1082 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 408 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 585 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,842 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 225 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1538 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 600 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1504 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 459 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1089 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,890 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 1 350 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2771 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 530 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1224 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Bukit Bintang    ,    RM 650 000     , 1 Bedroom , 1 Bathroom , Apartments ,450 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 850 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,624 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 580 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1650 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 290 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1188 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 800 000     , 5 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1130 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,967 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 315 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,904 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 740 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1441 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 730 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 298 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 225 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,818 sq.ft
Kuala-Lumpur,     Jalan Ampang    ,    RM 717 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1378 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 1 000 000     , 3 Bedrooms , 2 Bathrooms , Houses ,4127 sq.ft
Kuala-Lumpur,     Taman Tun Dr Ismail    ,    RM 1 500 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 400 000     , 5 Bedrooms , 4 Bathrooms , Apartments ,1930 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 339 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1167 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 865 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,2216 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 250 000     , 2 Bedrooms , 1 Bathroom , Apartments ,600 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 555 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1800 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 570 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 550 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
