Area,Location,Price,Room,Bathroom,House Type,Square Feet
Selangor,     Shah Alam    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,785 sq.ft
Selangor,     Semenyih    ,    RM 409 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Selangor,     Kajang    ,    RM 410 000     , 4 Bedrooms , 3 Bathrooms , Houses ,990 sq.ft
Selangor,     Cyberjaya    ,    RM 248 000     , 1 Bedroom , 1 Bathroom , Apartments ,463 sq.ft
Selangor,     Puchong    ,    RM 659 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 1 100 000     , 5 Bedrooms , 5 Bathrooms , Houses ,1540 sq.ft
Selangor,     Bukit Jelutong    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Selangor,     Klang    ,    RM 298 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1248 sq.ft
Selangor,     Bandar Bukit Tinggi    ,    RM 630 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Selangor,     Bandar Puteri Puchong    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,860 sq.ft
Selangor,     Kajang    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Houses ,750 sq.ft
Selangor,     Subang Jaya    ,    RM 438 000     , 4 Bedrooms , 3 Bathrooms , Houses ,960 sq.ft
Selangor,     Ampang    ,    RM 140 000     , 2 Bedrooms , 1 Bathroom , Apartments ,510 sq.ft
Selangor,     Puncak Alam    ,    RM 375 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Bukit Jelutong    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1313 sq.ft
Selangor,     Klang    ,    RM 298 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1248 sq.ft
Selangor,     Bandar Bukit Tinggi    ,    RM 630 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Selangor,     Bandar Puteri Puchong    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,860 sq.ft
Selangor,     Kajang    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Houses ,750 sq.ft
Selangor,     Subang Jaya    ,    RM 438 000     , 4 Bedrooms , 3 Bathrooms , Houses ,960 sq.ft
Selangor,     Ampang    ,    RM 140 000     , 2 Bedrooms , 1 Bathroom , Apartments ,510 sq.ft
Selangor,     Puncak Alam    ,    RM 375 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Rawang    ,    RM 320 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1302 sq.ft
Selangor,     Kota Damansara    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,770 sq.ft
Selangor,     Setia Alam    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,700 sq.ft
Selangor,     Subang Bestari    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Bangi    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2280 sq.ft
Selangor,     Klang    ,    RM 390 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1080 sq.ft
Selangor,     Alam Impian    ,    RM 970 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3250 sq.ft
Selangor,     Bangi    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1044 sq.ft
Selangor,     Shah Alam    ,    RM 275 000     , 1 Bedroom , 1 Bathroom , Apartments ,466 sq.ft
Selangor,     Shah Alam    ,    RM 415 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1149 sq.ft
Selangor,     Kajang    ,    RM 249 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,947 sq.ft
Selangor,     Klang    ,    RM 324 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1399 sq.ft
Selangor,     Ara Damansara    ,    RM 405 000     , 1 Bedroom , 1 Bathroom , Apartments ,441 sq.ft
Selangor,     Bandar Bukit Raja    ,    RM 718 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Kajang    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Houses ,750 sq.ft
Selangor,     Shah Alam    ,    RM 230 000     , 2 Bedrooms , 1 Bathroom , Apartments ,670 sq.ft
Selangor,     Puchong    ,    RM 930 000     , 5 Bedrooms , 4 Bathrooms , Houses ,1760 sq.ft
Selangor,     Puchong    ,    RM 430 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,859 sq.ft
Selangor,     Semenyih    ,    RM 450 000     , 3 Bedrooms , 2 Bathrooms , Houses ,840 sq.ft
Selangor,     Seri Kembangan    ,    RM 155 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,689 sq.ft
Selangor,     Klang    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3200 sq.ft
Selangor,     Puchong    ,    RM 205 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Rawang    ,    RM 370 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Cyberjaya    ,    RM 275 000     , 3 Bedrooms , 1 Bathroom , Apartments ,450 sq.ft
Selangor,     Bandar Saujana Putra    ,    RM 295 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Setia Alam    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Rawang    ,    RM 310 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1800 sq.ft
Selangor,     Bandar Botanic    ,    RM 1 160 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3300 sq.ft
Selangor,     Bukit Antarabangsa    ,    RM 780 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1840 sq.ft
Selangor,     Kajang    ,    RM 1 390 000     , 6 Bedrooms , 7 Bathrooms , Houses ,2880 sq.ft
Selangor,     Subang Bestari    ,    RM 495 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Selangor,     Kota Damansara    ,    RM 510 000     , 1 Bedroom , 1 Bathroom , Apartments ,733 sq.ft
Selangor,     Puchong    ,    RM 528 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Sungai Buloh    ,    RM 480 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1600 sq.ft
Selangor,     Shah Alam    ,    RM 435 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Selangor,     Klang    ,    RM 350 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1200 sq.ft
Selangor,     Kajang    ,    RM 620 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Shah Alam    ,    RM 550 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Selangor,     Puchong    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1147 sq.ft
Selangor,     Seri Kembangan    ,    RM 850 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1725 sq.ft
Selangor,     Rawang    ,    RM 430 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Selangor,     Cheras    ,    RM 385 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1328 sq.ft
Selangor,     Bandar Botanic    ,    RM 750 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Shah Alam    ,    RM 417 985     , 4 Bedrooms , 4 Bathrooms , Houses ,2508 sq.ft
Selangor,     Seri Kembangan    ,    RM 990 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3056 sq.ft
Selangor,     Dengkil    ,    RM 488 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1450 sq.ft
Selangor,     Shah Alam    ,    RM 560 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 415 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1006 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 398 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Selangor,     Cyberjaya    ,    RM 244 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,700 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 378 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Selangor,     Seri Kembangan    ,    RM 198 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,861 sq.ft
Selangor,     Setia Alam    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Selangor,     Ampang    ,    RM 750 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2200 sq.ft
Selangor,     Bangi    ,    RM 180 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,801 sq.ft
Selangor,     Bangi    ,    RM 195 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Rawang    ,    RM 399 800     , 3 Bedrooms , 3 Bathrooms , Houses ,1080 sq.ft
Selangor,     Rawang    ,    RM 310 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Klang    ,    RM 675 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Kajang    ,    RM 315 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1000 sq.ft
Selangor,     Klang    ,    RM 350 000     , 2 Bedrooms , 1 Bathroom , Houses ,1300 sq.ft
Selangor,     USJ    ,    RM 530 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Selangor,     Salak Tinggi    ,    RM 655 000     , 4 Bedrooms , 3 Bathrooms , Houses ,4680 sq.ft
Selangor,     Kajang    ,    RM 385 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Selangor,     Kajang    ,    RM 490 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1195 sq.ft
Selangor,     Kajang    ,    RM 470 000     , 3 Bedrooms , 1 Bathroom , Houses ,650 sq.ft
Selangor,     Semenyih    ,    RM 430 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1798 sq.ft
Selangor,     Bangi    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,956 sq.ft
Selangor,     Kajang    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1318 sq.ft
Selangor,     Hulu Langat    ,    RM 1 450 000     , 7 Bedrooms , 3 Bathrooms , Houses ,6300 sq.ft
Selangor,     Bandar Sunway    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,915 sq.ft
Selangor,     Klang    ,    RM 449 999     , 2 Bedrooms , 2 Bathrooms , Apartments ,792 sq.ft
Selangor,     Kajang    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Selangor,     Shah Alam    ,    RM 620 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,915 sq.ft
Selangor,     Selayang    ,    RM 253 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1011 sq.ft
Selangor,     Petaling Jaya    ,    RM 560 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,887 sq.ft
Selangor,     Shah Alam    ,    RM 800 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2800 sq.ft
Selangor,     Klang    ,    RM 380 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1116 sq.ft
Selangor,     Ara Damansara    ,    RM 3 280 000     , 6 Bedrooms , 4 Bathrooms , Houses ,3820 sq.ft
Selangor,     Kajang    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,934 sq.ft
Selangor,     Shah Alam    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,913 sq.ft
Selangor,     Sungai Buloh    ,    RM 180 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Semenyih    ,    RM 650 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3000 sq.ft
Selangor,     Klang    ,    RM 330 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1840 sq.ft
Selangor,     Klang    ,    RM 400 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1200 sq.ft
Selangor,     Klang    ,    RM 260 000     , 3 Bedrooms , 1 Bathroom , Houses ,1100 sq.ft
Selangor,     Semenyih    ,    RM 455 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1754 sq.ft
Selangor,     Semenyih    ,    RM 490 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1535 sq.ft
Selangor,     Puchong    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Puchong    ,    RM 490 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Klang    ,    RM 595 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1900 sq.ft
Selangor,     Puchong    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,992 sq.ft
Selangor,     Damansara Perdana    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Selangor,     Bangi    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,956 sq.ft
Selangor,     Shah Alam    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1008 sq.ft
Selangor,     Semenyih    ,    RM 650 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3585 sq.ft
Selangor,     Puchong    ,    RM 4 500 000     , 6 Bedrooms , 6 Bathrooms , Houses ,8632 sq.ft
Selangor,     Batu Caves    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Selangor,     Semenyih    ,    RM 1 200 000     , 5 Bedrooms , 4 Bathrooms , Houses ,4080 sq.ft
Selangor,     Shah Alam    ,    RM 285 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,947 sq.ft
Selangor,     Shah Alam    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Subang Bestari    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,778 sq.ft
Selangor,     Semenyih    ,    RM 690 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2275 sq.ft
Selangor,     USJ    ,    RM 345 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,769 sq.ft
Selangor,     Puchong    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1072 sq.ft
Selangor,     Puchong    ,    RM 555 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2025 sq.ft
Selangor,     Seri Kembangan    ,    RM 690 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2033 sq.ft
Selangor,     Subang Jaya    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2359 sq.ft
Selangor,     Shah Alam    ,    RM 1 680 000     , 6 Bedrooms , 7 Bathrooms , Houses ,5000 sq.ft
Selangor,     Rawang    ,    RM 405 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Bandar Saujana Putra    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2240 sq.ft
Selangor,     Semenyih    ,    RM 480 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2170 sq.ft
Selangor,     Puchong    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1006 sq.ft
Selangor,     Seri Kembangan    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Houses ,825 sq.ft
Selangor,     Salak Tinggi    ,    RM 187 000     , 3 Bedrooms , 2 Bathrooms , Houses ,11000 sq.ft
Selangor,     Ampang    ,    RM 280 000     , 3 Bedrooms , 1 Bathroom , Houses ,750 sq.ft
Selangor,     Bandar Sunway    ,    RM 420 000     , 2 Bedrooms , 1 Bathroom , Apartments ,548 sq.ft
Selangor,     Setia Alam    ,    RM 620 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Kajang    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Selangor,     Rawang    ,    RM 1 300 000     , 5 Bedrooms , 5 Bathrooms , Houses ,4000 sq.ft
Selangor,     Shah Alam    ,    RM 630 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Dengkil    ,    RM 556 200     , 4 Bedrooms , 4 Bathrooms , Houses ,2062 sq.ft
Selangor,     Klang    ,    RM 348 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1350 sq.ft
Selangor,     Kajang    ,    RM 425 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1850 sq.ft
Selangor,     Bukit Beruntung    ,    RM 60 000     , 3 Bedrooms , 1 Bathroom , Apartments ,850 sq.ft
Selangor,     Setia Alam    ,    RM 600 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Selangor,     Bukit Beruntung    ,    RM 80 000     , 3 Bedrooms , 1 Bathroom , Apartments ,690 sq.ft
Selangor,     Bandar Kinrara    ,    RM 195 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,712 sq.ft
Selangor,     Bandar Botanic    ,    RM 620 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Cyberjaya    ,    RM 1 650 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3823 sq.ft
Selangor,     Ara Damansara    ,    RM 405 000     , 1 Bedroom , 1 Bathroom , Apartments ,441 sq.ft
Selangor,     USJ    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,968 sq.ft
Selangor,     Bandar Sunway    ,    RM 730 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,910 sq.ft
Selangor,     Semenyih    ,    RM 510 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1097 sq.ft
Selangor,     Rawang    ,    RM 425 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1350 sq.ft
Selangor,     Setia Alam    ,    RM 800 000     , 4 Bedrooms , 4 Bathrooms , Houses ,1400 sq.ft
Selangor,     Shah Alam    ,    RM 998 000     , 5 Bedrooms , 5 Bathrooms , Houses ,4480 sq.ft
Selangor,     Puchong    ,    RM 310 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1065 sq.ft
Selangor,     Puchong    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1055 sq.ft
Selangor,     Klang    ,    RM 450 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1600 sq.ft
Selangor,     Klang    ,    RM 550 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2080 sq.ft
Selangor,     Klang    ,    RM 435 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2070 sq.ft
Selangor,     Klang    ,    RM 475 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Kajang    ,    RM 558 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Selangor,     Ampang    ,    RM 1 480 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3000 sq.ft
Selangor,     Subang Jaya    ,    RM 1 250 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,2159 sq.ft
Selangor,     Puchong    ,    RM 680 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,2422 sq.ft
Selangor,     Selayang    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1259 sq.ft
Selangor,     Semenyih    ,    RM 253 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Selangor,     Damansara Damai    ,    RM 340 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,986 sq.ft
Selangor,     Kajang    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1028 sq.ft
Selangor,     Cyberjaya    ,    RM 239 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,450 sq.ft
Selangor,     Semenyih    ,    RM 550 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1980 sq.ft
Selangor,     Kajang    ,    RM 599 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2100 sq.ft
Selangor,     Kajang    ,    RM 265 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1028 sq.ft
Selangor,     Klang    ,    RM 455 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1080 sq.ft
Selangor,     Sungai Buloh    ,    RM 420 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1694 sq.ft
Selangor,     Bandar Botanic    ,    RM 1 100 000     , 4 Bedrooms , 3 Bathrooms , Houses ,4270 sq.ft
Selangor,     Klang    ,    RM 500 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2094 sq.ft
Selangor,     Puchong    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Saujana Utama    ,    RM 199 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,753 sq.ft
Selangor,     Kajang    ,    RM 265 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,705 sq.ft
Selangor,     Ampang    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Selangor,     Shah Alam    ,    RM 2 900 000     , 5 Bedrooms , 5 Bathrooms , Houses ,8430 sq.ft
Selangor,     Bangi    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,869 sq.ft
Selangor,     Rawang    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Petaling Jaya    ,    RM 418 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1135 sq.ft
Selangor,     Kajang    ,    RM 916 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3600 sq.ft
Selangor,     Cheras    ,    RM 200 000     , 3 Bedrooms , 1 Bathroom , Apartments ,728 sq.ft
Selangor,     Kajang    ,    RM 470 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Hulu Langat    ,    RM 750     ,NA,NA, Apartments ,850 sq.ft
Selangor,     Sepang    ,    RM 750 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2150 sq.ft
Selangor,     Shah Alam    ,    RM 325 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1380 sq.ft
Selangor,     Shah Alam    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,913 sq.ft
Selangor,     Seri Kembangan    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Cheras    ,    RM 648 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Shah Alam    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,784 sq.ft
Selangor,     Shah Alam    ,    RM 160 000     , 3 Bedrooms , 1 Bathroom , Apartments ,677 sq.ft
Selangor,     Puchong    ,    RM 160 000     , 3 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Selangor,     Klang    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Selangor,     Klang    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Bangi    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,956 sq.ft
Selangor,     Kajang    ,    RM 255 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,903 sq.ft
Selangor,     Rawang    ,    RM 530 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2200 sq.ft
Selangor,     Klang    ,    RM 320 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1640 sq.ft
Selangor,     Shah Alam    ,    RM 600 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2370 sq.ft
Selangor,     Puncak Alam    ,    RM 415 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Selangor,     Rawang    ,    RM 295 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Selangor,     Rawang    ,    RM 230 000     , 1 Bedroom , 1 Bathroom , Apartments ,800 sq.ft
Selangor,     Batu Caves    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,864 sq.ft
Selangor,     Bandar Sungai Long    ,    RM 295 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1366 sq.ft
Selangor,     Semenyih    ,    RM 550 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2275 sq.ft
Selangor,     Kota Damansara    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,926 sq.ft
Selangor,     Batu Caves    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1020 sq.ft
Selangor,     Shah Alam    ,    RM 3 750 000     , 6 Bedrooms , 5 Bathrooms , Houses ,8530 sq.ft
Selangor,     Bandar Sunway    ,    RM 340 000     , 5 Bedrooms , 2 Bathrooms , Apartments ,1190 sq.ft
Selangor,     Kajang    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,957 sq.ft
Selangor,     Semenyih    ,    RM 755 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2275 sq.ft
